Academic_Year,SSA_T1,Age,Level,Gender,Framework, Starts , Achievements 
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Accountancy, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Bookkeeping, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Business Administration, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Contact Centres, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Customer Service, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Enterprise, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Fundraising, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Human Resource Management, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Insurance, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Insurance Professional, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Legal Advice, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Legal Services, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Management, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Marketing and Communications, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Paraplanner, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Payroll, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Professional Services, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Project Management, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Providing Financial Services, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Public Relations, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Recruitment, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Sales and Telesales, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Social Media and Digital Marketing, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Volunteer Management, -   , -   
201415,"Business, Administration and Law",25+,Intermediate Apprenticeship,Not App/ Known,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Accountancy, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Bookkeeping, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Business Administration, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Contact Centres, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Customer Service, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Enterprise, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Fundraising, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Human Resource Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Insurance, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Insurance Professional, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Legal Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Legal Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Marketing and Communications, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Paraplanner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Payroll, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Professional Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Project Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Providing Financial Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Public Relations, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Recruitment, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Sales and Telesales, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Social Media and Digital Marketing, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Volunteer Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Female,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Accountancy, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Bookkeeping, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Business Administration, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Contact Centres, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Customer Service, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Enterprise, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Fundraising, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Human Resource Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Insurance, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Insurance Professional, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Legal Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Legal Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Marketing and Communications, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Paraplanner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Payroll, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Professional Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Project Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Providing Financial Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Public Relations, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Recruitment, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Sales and Telesales, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Social Media and Digital Marketing, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Volunteer Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Male,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Accountancy, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Bookkeeping, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Business Administration, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Contact Centres, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Customer Service, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Enterprise, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Fundraising, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Human Resource Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Insurance, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Insurance Professional, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Legal Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Legal Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Marketing and Communications, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Paraplanner, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Payroll, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Professional Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Project Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Providing Financial Services, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Public Relations, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Recruitment, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Sales and Telesales, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Social Media and Digital Marketing, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Volunteer Management, -   , -   
201415,"Business, Administration and Law",25+,Unassigned,Not App/ Known,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Accountancy,530,330
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Bookkeeping, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Business Administration,"2,620","1,590"
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Contact Centres, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Customer Service,310,220
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Enterprise,10, -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Fundraising, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Human Resource Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Insurance, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Insurance Professional, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Legal Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Legal Services,60,10
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Management,70,40
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Marketing and Communications,50,30
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Paraplanner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Payroll, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Professional Services, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Project Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Providing Financial Services,150,40
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Public Relations, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Recruitment,20, -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Sales and Telesales,40,30
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Social Media and Digital Marketing,490,90
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Volunteer Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Female,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Accountancy,640,380
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Bookkeeping, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Business Administration,"1,050",630
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Contact Centres, -   ,10
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Customer Service,200,110
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Enterprise, -   ,10
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Fundraising, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Human Resource Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Insurance, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Insurance Professional, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Legal Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Legal Services,30, -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Management,50,30
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Marketing and Communications,40,30
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Paraplanner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Payroll, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Professional Services, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Project Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Providing Financial Services,170,50
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Public Relations, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Recruitment,20, -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Sales and Telesales,70,40
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Social Media and Digital Marketing,630,120
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Volunteer Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Male,Workplace Pensions (Administrator or Consultant), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Accountancy, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Actuarial Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Bookkeeping, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Business Administration, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Business Innovation and Growth, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Chartered Manager Degree Apprenticeship, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Contact Centres, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Customer Service, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Customer Service Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Enterprise, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Financial Services Administrator, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Fundraising, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Human Resource Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Insurance, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Insurance Practitioner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Insurance Professional, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Investment Operations Specialist, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Investment Operations Technician, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Junior Management Consultant, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Legal Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Legal Services, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Marketing and Communications, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Mortgage Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Operations/Departmental Manager, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Paraplanner, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Payroll, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Professional Services, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Project Management, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Providing Financial Advice, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Providing Financial Services, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Public Relations, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Recruitment, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Relationship Manager (Banking), -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Sales and Telesales, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Senior Financial Services Customer Adviser, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Social Media and Digital Marketing, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Team Leader/Supervisor, -   , -   
201415,"Business, Administration and Law",Under 19,Advanced Apprenticeship,Not App/ Known,Volunteer Management, -   , -   
